
      +------------------+
      |   id          x1 |
2240. | 2240   -.2379815 |
      |------------------|
2241. | 2241   -.0115573 |
2242. | 2242   -2.363449 |
2243. | 2243    .4082591 |
2244. | 2244    .0818739 |
2245. | 2245   -.8997308 |
      |------------------|
2246. | 2246    -1.31155 |
2247. | 2247    .9584677 |
2248. | 2248   -.7059874 |
2249. | 2249    .1220832 |
2250. | 2250   -.9361063 |
      |------------------|
2251. | 2251   -.0368691 |
2252. | 2252   -1.501169 |
2253. | 2253   -.7466341 |
2254. | 2254   -.2440337 |
2255. | 2255    1.979998 |
      |------------------|
2256. | 2256    .8697799 |
2257. | 2257   -.7633781 |
2258. | 2258   -1.401445 |
2259. | 2259    1.611256 |
2260. | 2260    .6219884 |
      |------------------|
2261. | 2261   -.1710317 |
2262. | 2262   -.3874026 |
2263. | 2263   -.7921519 |
2264. | 2264    -.245929 |
2265. | 2265    1.853758 |
      |------------------|
2266. | 2266   -.6242813 |
2267. | 2267    -.565869 |
2268. | 2268   -.5087361 |
2269. | 2269    1.769785 |
2270. | 2270   -2.173105 |
      |------------------|
2271. | 2271    2.385381 |
2272. | 2272   -.1809663 |
2273. | 2273       .9699 |
2274. | 2274    .6987858 |
2275. | 2275    1.612641 |
      |------------------|
2276. | 2276   -1.485653 |
2277. | 2277     .858412 |
2278. | 2278    .8764285 |
2279. | 2279    .6208002 |
2280. | 2280   -.5674062 |
      |------------------|
2281. | 2281   -.3155583 |
2282. | 2282   -.3802418 |
2283. | 2283    .9083136 |
2284. | 2284    .8632504 |
2285. | 2285    1.725599 |
      |------------------|
2286. | 2286   -.7689137 |
2287. | 2287   -.0970156 |
2288. | 2288    2.784402 |
2289. | 2289    .2175949 |
2290. | 2290   -.4891364 |
      |------------------|
2291. | 2291    .8924465 |
2292. | 2292   -1.085005 |
2293. | 2293    .0964534 |
2294. | 2294   -.7553959 |
2295. | 2295   -.8043895 |
      |------------------|
2296. | 2296    .1194091 |
2297. | 2297   -.5565429 |
2298. | 2298   -.5292833 |
2299. | 2299   -2.010021 |
2300. | 2300    1.857403 |
      |------------------|
2301. | 2301   -.2413816 |
2302. | 2302   -2.241194 |
2303. | 2303    1.149644 |
2304. | 2304   -2.084625 |
2305. | 2305    1.650207 |
      |------------------|
2306. | 2306   -1.451425 |
2307. | 2307    .6338431 |
2308. | 2308     .467362 |
2309. | 2309    1.170827 |
2310. | 2310   -.2058144 |
      |------------------|
2311. | 2311    .1120552 |
2312. | 2312    1.380555 |
2313. | 2313   -.4800819 |
2314. | 2314   -.7151993 |
2315. | 2315    .2165522 |
      |------------------|
2316. | 2316   -.4281209 |
2317. | 2317    .7706746 |
2318. | 2318    .5536245 |
2319. | 2319   -.6371621 |
2320. | 2320   -.7187881 |
      |------------------|
2321. | 2321    1.499778 |
2322. | 2322   -.6121664 |
2323. | 2323   -1.271362 |
2324. | 2324    .7677729 |
2325. | 2325   -1.468368 |
      |------------------|
2326. | 2326   -2.199804 |
2327. | 2327    .6258762 |
2328. | 2328    .8695914 |
2329. | 2329    -1.55478 |
2330. | 2330    1.696943 |
      |------------------|
2331. | 2331    1.508238 |
2332. | 2332    .2668876 |
2333. | 2333    .9292163 |
2334. | 2334   -.2686454 |
2335. | 2335    .0444857 |
      |------------------|
2336. | 2336   -1.617388 |
2337. | 2337   -.3088981 |
2338. | 2338    .6043881 |
2339. | 2339   -.0964276 |
2340. | 2340   -.2553581 |
      |------------------|
2341. | 2341    .0954514 |
2342. | 2342    .0275072 |
2343. | 2343    .2361067 |
2344. | 2344   -1.569634 |
2345. | 2345   -.2056362 |
      |------------------|
2346. | 2346    1.355753 |
2347. | 2347   -.0941299 |
2348. | 2348    .8375564 |
2349. | 2349   -.0507971 |
2350. | 2350   -.3326474 |
      |------------------|
2351. | 2351   -.3653675 |
2352. | 2352    .7012762 |
2353. | 2353   -.6109486 |
2354. | 2354    1.077927 |
2355. | 2355   -.5439045 |
      |------------------|
2356. | 2356    .4170406 |
2357. | 2357    .3149441 |
2358. | 2358    .2237774 |
2359. | 2359    -.314812 |
2360. | 2360   -.3947592 |
      |------------------|
2361. | 2361   -.7862051 |
2362. | 2362    2.596228 |
2363. | 2363   -1.979475 |
2364. | 2364    .3511984 |
2365. | 2365   -1.033863 |
      |------------------|
2366. | 2366   -.9496801 |
2367. | 2367     .633171 |
2368. | 2368   -.6676697 |
2369. | 2369   -.6088264 |
2370. | 2370   -.1524082 |
      |------------------|
2371. | 2371    .3823636 |
2372. | 2372    .7537741 |
2373. | 2373    .5033867 |
2374. | 2374    1.549357 |
2375. | 2375    -1.25664 |
      |------------------|
2376. | 2376    1.115158 |
2377. | 2377   -.4605469 |
2378. | 2378   -1.209512 |
2379. | 2379   -.1571616 |
2380. | 2380   -.7062988 |
      |------------------|
2381. | 2381   -2.075932 |
2382. | 2382    1.390292 |
2383. | 2383    1.796874 |
2384. | 2384    .0666596 |
2385. | 2385   -.7506406 |
      |------------------|
2386. | 2386    .9096898 |
2387. | 2387   -1.969819 |
2388. | 2388   -1.343827 |
2389. | 2389   -1.004922 |
2390. | 2390    .4974295 |
      |------------------|
2391. | 2391   -.2350531 |
2392. | 2392    .6988348 |
2393. | 2393    .5748184 |
2394. | 2394    1.944986 |
2395. | 2395    .6973073 |
      |------------------|
2396. | 2396     -.01783 |
2397. | 2397   -.7120683 |
2398. | 2398    .3693585 |
2399. | 2399    .0399971 |
2400. | 2400     .740745 |
      |------------------|
2401. | 2401    .6252634 |
2402. | 2402   -.6469972 |
2403. | 2403   -.0745958 |
2404. | 2404   -.4231535 |
2405. | 2405   -1.273924 |
      |------------------|
2406. | 2406   -1.562124 |
2407. | 2407   -.4920109 |
2408. | 2408     .358136 |
2409. | 2409    .0371848 |
2410. | 2410    .1880454 |
      |------------------|
2411. | 2411   -.2436044 |
2412. | 2412   -2.396176 |
2413. | 2413     1.20579 |
2414. | 2414   -.7010804 |
2415. | 2415   -1.065691 |
      |------------------|
2416. | 2416   -.1948315 |
2417. | 2417   -.4446715 |
2418. | 2418    1.143203 |
2419. | 2419    -1.18728 |
2420. | 2420    .0541919 |
      |------------------|
2421. | 2421   -.1926396 |
2422. | 2422    .1016156 |
2423. | 2423   -.3060696 |
2424. | 2424   -.8526834 |
2425. | 2425   -.1021036 |
      |------------------|
2426. | 2426   -.1734254 |
2427. | 2427    1.861774 |
2428. | 2428    .6268176 |
2429. | 2429     -.83331 |
2430. | 2430    .1893938 |
      |------------------|
2431. | 2431   -.0793742 |
2432. | 2432   -.5925072 |
2433. | 2433   -.6921819 |
2434. | 2434    .3891269 |
2435. | 2435    .6288974 |
      |------------------|
2436. | 2436    .6024148 |
2437. | 2437    1.232376 |
2438. | 2438   -.1922341 |
2439. | 2439   -1.075136 |
2440. | 2440   -.3345644 |
      |------------------|
2441. | 2441    -.209773 |
2442. | 2442     .553698 |
2443. | 2443   -.3633559 |
2444. | 2444    -2.07894 |
2445. | 2445    1.532204 |
      |------------------|
2446. | 2446   -2.105652 |
2447. | 2447    .9723518 |
2448. | 2448    .8703572 |
2449. | 2449   -1.294303 |
2450. | 2450   -1.339298 |
      |------------------|
2451. | 2451   -1.434395 |
2452. | 2452    2.890442 |
2453. | 2453    1.264304 |
2454. | 2454   -.9745094 |
2455. | 2455     .086055 |
      |------------------|
2456. | 2456   -.3807391 |
2457. | 2457   -1.281929 |
2458. | 2458   -.1538789 |
2459. | 2459    1.143071 |
2460. | 2460    .3183654 |
      |------------------|
2461. | 2461    .9707758 |
2462. | 2462   -1.245983 |
2463. | 2463   -.3707525 |
2464. | 2464    .7402048 |
2465. | 2465    .3100645 |
      |------------------|
2466. | 2466   -1.882692 |
2467. | 2467   -.6485564 |
2468. | 2468    .5311821 |
2469. | 2469   -.6813101 |
2470. | 2470   -.1471622 |
      |------------------|
2471. | 2471   -.0636117 |
2472. | 2472    1.558377 |
2473. | 2473   -1.570337 |
2474. | 2474   -.4460166 |
2475. | 2475    .0101607 |
      |------------------|
2476. | 2476   -.4452206 |
2477. | 2477    .5340902 |
2478. | 2478    1.370994 |
2479. | 2479    -.772201 |
2480. | 2480     -1.4713 |
      |------------------|
2481. | 2481   -.4349702 |
2482. | 2482   -1.166252 |
2483. | 2483    -.306565 |
2484. | 2484    .8617769 |
2485. | 2485    1.324179 |
      |------------------|
2486. | 2486     .775974 |
2487. | 2487    1.186253 |
2488. | 2488    1.761403 |
2489. | 2489    -.388809 |
2490. | 2490    .4638517 |
      |------------------|
2491. | 2491    .4057555 |
2492. | 2492   -.4710557 |
2493. | 2493    .6778764 |
2494. | 2494   -1.508465 |
2495. | 2495    .5973879 |
      |------------------|
2496. | 2496       .4063 |
2497. | 2497     1.53651 |
2498. | 2498    1.106669 |
2499. | 2499   -.5149049 |
2500. | 2500   -1.401476 |
      |------------------|
2501. | 2501    1.215939 |
2502. | 2502    .1434578 |
2503. | 2503    .7549843 |
2504. | 2504   -.5712147 |
2505. | 2505   -2.770294 |
      |------------------|
2506. | 2506    -.510573 |
2507. | 2507   -.6941976 |
2508. | 2508    .5218024 |
2509. | 2509    .8828288 |
2510. | 2510    .9237593 |
      |------------------|
2511. | 2511   -.5417845 |
2512. | 2512    1.382652 |
2513. | 2513   -.8745531 |
2514. | 2514    .7268916 |
2515. | 2515   -.1445872 |
      |------------------|
2516. | 2516   -1.583578 |
2517. | 2517    2.646703 |
2518. | 2518    -1.37025 |
2519. | 2519   -.3316551 |
2520. | 2520   -.5242035 |
      |------------------|
2521. | 2521    .7371737 |
2522. | 2522   -.1017995 |
2523. | 2523    .7576821 |
2524. | 2524    .4936385 |
2525. | 2525     .595889 |
      |------------------|
2526. | 2526   -.0337936 |
2527. | 2527     1.17843 |
2528. | 2528   -2.095564 |
2529. | 2529    .0484135 |
2530. | 2530    1.576489 |
      |------------------|
2531. | 2531   -.4053214 |
2532. | 2532    .3663037 |
2533. | 2533    1.263979 |
2534. | 2534   -1.253903 |
2535. | 2535    2.177588 |
      |------------------|
2536. | 2536   -.1919584 |
2537. | 2537   -.7468418 |
2538. | 2538    .8164418 |
2539. | 2539    2.203408 |
2540. | 2540   -.1715857 |
      |------------------|
2541. | 2541    1.381348 |
2542. | 2542    .6399447 |
2543. | 2543   -.5081894 |
2544. | 2544    .4984724 |
2545. | 2545    1.211798 |
      |------------------|
2546. | 2546   -1.637496 |
2547. | 2547    .4126172 |
2548. | 2548   -1.582909 |
2549. | 2549    1.690209 |
2550. | 2550   -1.380098 |
      |------------------|
2551. | 2551   -1.509591 |
2552. | 2552    .4543426 |
2553. | 2553    1.605348 |
2554. | 2554    2.195349 |
2555. | 2555    .5338008 |
      |------------------|
2556. | 2556   -.5413232 |
2557. | 2557    .3658015 |
2558. | 2558   -.0161456 |
2559. | 2559   -.0906303 |
2560. | 2560    .5955617 |
      |------------------|
2561. | 2561   -1.095443 |
2562. | 2562    2.218869 |
2563. | 2563    .0074188 |
2564. | 2564   -1.584163 |
2565. | 2565   -2.017559 |
      |------------------|
2566. | 2566     .357672 |
2567. | 2567    -1.69927 |
2568. | 2568    1.009852 |
2569. | 2569   -.9171743 |
2570. | 2570   -.6199424 |
      |------------------|
2571. | 2571   -.5274997 |
2572. | 2572    .5893126 |
2573. | 2573     .601999 |
2574. | 2574     .221829 |
2575. | 2575   -1.452777 |
      |------------------|
2576. | 2576    1.299952 |
2577. | 2577   -.0233176 |
2578. | 2578   -.7760999 |
2579. | 2579    1.321607 |
2580. | 2580   -.8259525 |
      |------------------|
2581. | 2581   -.1328373 |
2582. | 2582     1.41039 |
2583. | 2583   -.5370227 |
2584. | 2584   -.1446316 |
2585. | 2585    1.107398 |
      |------------------|
2586. | 2586   -.1801527 |
2587. | 2587     .785381 |
2588. | 2588   -1.032997 |
2589. | 2589    .1041029 |
2590. | 2590   -1.147912 |
      |------------------|
2591. | 2591   -.0649822 |
2592. | 2592    .8444163 |
2593. | 2593   -1.346714 |
2594. | 2594   -.4132448 |
2595. | 2595   -.4051873 |
      |------------------|
2596. | 2596    2.521437 |
2597. | 2597   -.7839971 |
2598. | 2598   -.1874826 |
2599. | 2599   -.6316024 |
2600. | 2600    .1510334 |
      |------------------|
2601. | 2601    1.067374 |
2602. | 2602   -.5382941 |
2603. | 2603    .9899484 |
2604. | 2604    1.305492 |
2605. | 2605    .3740934 |
      |------------------|
2606. | 2606   -.2810626 |
2607. | 2607    1.765697 |
2608. | 2608    .4585234 |
2609. | 2609   -.7084714 |
2610. | 2610    .2317925 |
      |------------------|
2611. | 2611    .4416317 |
2612. | 2612   -.6841087 |
2613. | 2613    2.454298 |
2614. | 2614    2.685404 |
2615. | 2615   -.1767159 |
      |------------------|
2616. | 2616   -1.479017 |
2617. | 2617    .5409707 |
2618. | 2618    .2081379 |
2619. | 2619   -.2829798 |
2620. | 2620   -.7303113 |
      |------------------|
2621. | 2621   -1.409008 |
2622. | 2622   -.7489375 |
2623. | 2623    1.181079 |
2624. | 2624    .1240684 |
2625. | 2625    .7768916 |
      |------------------|
2626. | 2626   -.2506767 |
2627. | 2627    1.601504 |
2628. | 2628    .3059665 |
2629. | 2629   -.1293155 |
2630. | 2630   -1.490166 |
      |------------------|
2631. | 2631     1.81993 |
2632. | 2632   -1.542383 |
2633. | 2633    .7527102 |
2634. | 2634     1.60629 |
2635. | 2635    .6766507 |
      |------------------|
2636. | 2636    .6691673 |
2637. | 2637   -.1267747 |
2638. | 2638    .0299359 |
2639. | 2639   -.5633584 |
2640. | 2640   -.5508211 |
      |------------------|
2641. | 2641    .6269054 |
2642. | 2642   -1.116912 |
2643. | 2643   -.8933525 |
2644. | 2644     .294645 |
2645. | 2645    1.316824 |
      |------------------|
2646. | 2646   -1.015291 |
2647. | 2647     .741529 |
2648. | 2648    1.572232 |
2649. | 2649   -1.463323 |
2650. | 2650     .803414 |
      |------------------|
2651. | 2651   -2.189957 |
2652. | 2652     .046434 |
2653. | 2653    .3544878 |
2654. | 2654   -.8600218 |
2655. | 2655   -.8463283 |
      |------------------|
2656. | 2656    .1012972 |
2657. | 2657    .9072031 |
2658. | 2658   -.1592923 |
2659. | 2659   -1.779095 |
2660. | 2660   -.3424849 |
      |------------------|
2661. | 2661    .8259398 |
2662. | 2662    .8268381 |
2663. | 2663    1.536551 |
2664. | 2664    1.056932 |
2665. | 2665    .7179468 |
      |------------------|
2666. | 2666   -.1117476 |
2667. | 2667   -.0703288 |
2668. | 2668   -.5602766 |
2669. | 2669   -.2711508 |
2670. | 2670     .756268 |
      |------------------|
2671. | 2671   -.6485111 |
2672. | 2672    .5435254 |
2673. | 2673   -1.133023 |
2674. | 2674    1.145707 |
2675. | 2675     1.99708 |
      |------------------|
2676. | 2676   -.1342423 |
2677. | 2677    -.728189 |
2678. | 2678    .3672302 |
2679. | 2679   -.4262798 |
2680. | 2680   -.7432471 |
      |------------------|
2681. | 2681     .408015 |
2682. | 2682    -1.14652 |
2683. | 2683    .1389106 |
2684. | 2684    .6672233 |
2685. | 2685   -.2853922 |
      |------------------|
2686. | 2686   -.6212578 |
2687. | 2687   -.3569081 |
2688. | 2688    .0781912 |
2689. | 2689    .3418142 |
2690. | 2690     .714443 |
      |------------------|
2691. | 2691    .6394821 |
2692. | 2692   -1.430883 |
2693. | 2693   -.4138581 |
2694. | 2694   -.4639916 |
2695. | 2695   -2.290322 |
      |------------------|
2696. | 2696   -.6385027 |
2697. | 2697   -.4447375 |
2698. | 2698   -.6358494 |
2699. | 2699   -1.387712 |
2700. | 2700    .7685143 |
      |------------------|
2701. | 2701   -.1970234 |
2702. | 2702    1.388225 |
2703. | 2703   -.0387477 |
2704. | 2704   -.8252862 |
2705. | 2705    1.351572 |
      |------------------|
2706. | 2706   -.5167782 |
2707. | 2707    .2483217 |
2708. | 2708    .7240115 |
2709. | 2709    .2730656 |
2710. | 2710    .2568445 |
      |------------------|
2711. | 2711    1.430545 |
2712. | 2712   -.0192546 |
2713. | 2713    1.304677 |
2714. | 2714    .2545553 |
2715. | 2715   -.5272354 |
      |------------------|
2716. | 2716   -1.187174 |
2717. | 2717   -.6482924 |
2718. | 2718    .2509641 |
2719. | 2719    .2191616 |
2720. | 2720    .2234793 |
      |------------------|
2721. | 2721   -.1590736 |
2722. | 2722    -.346729 |
2723. | 2723    .4572817 |
2724. | 2724   -.3504353 |
2725. | 2725   -.4126191 |
      |------------------|
2726. | 2726    1.971962 |
2727. | 2727   -.8981622 |
2728. | 2728   -1.230838 |
2729. | 2729   -.1697681 |
2730. | 2730    1.036088 |
      |------------------|
2731. | 2731   -.5257281 |
2732. | 2732    .1949745 |
2733. | 2733    .6119218 |
2734. | 2734   -1.027824 |
2735. | 2735   -.6116681 |
      |------------------|
2736. | 2736    .0170354 |
2737. | 2737    -.322557 |
2738. | 2738    .6872179 |
2739. | 2739   -.7028832 |
2740. | 2740    -.735524 |
      |------------------|
2741. | 2741   -.5932862 |
2742. | 2742    -.008413 |
2743. | 2743   -1.503857 |
2744. | 2744    .8950265 |
2745. | 2745    1.004761 |
      |------------------|
2746. | 2746    1.136915 |
2747. | 2747    .1597439 |
2748. | 2748   -.0935484 |
2749. | 2749   -.5664093 |
2750. | 2750   -1.377344 |
      |------------------|
2751. | 2751    .4176898 |
2752. | 2752    1.114678 |
2753. | 2753    .1586673 |
2754. | 2754   -.2154653 |
2755. | 2755   -.5410147 |
      |------------------|
2756. | 2756    1.043476 |
2757. | 2757    1.481418 |
2758. | 2758   -.7117593 |
2759. | 2759   -1.461577 |
2760. | 2760   -.0100185 |
      |------------------|
2761. | 2761    2.267236 |
2762. | 2762   -1.052519 |
2763. | 2763    .3536487 |
2764. | 2764   -1.468168 |
2765. | 2765   -.1877827 |
      |------------------|
2766. | 2766    .3050536 |
2767. | 2767   -.1218703 |
2768. | 2768   -.0875499 |
2769. | 2769     .399903 |
2770. | 2770   -1.002231 |
      |------------------|
2771. | 2771    1.062273 |
2772. | 2772   -.2126755 |
2773. | 2773    .7389426 |
2774. | 2774   -1.182382 |
2775. | 2775   -1.051337 |
      |------------------|
2776. | 2776    .7098854 |
2777. | 2777    1.485238 |
2778. | 2778    -.076045 |
2779. | 2779    .6283544 |
2780. | 2780   -.1824341 |
      |------------------|
2781. | 2781   -2.286141 |
2782. | 2782     .325862 |
2783. | 2783    .9524314 |
2784. | 2784     .961764 |
2785. | 2785    2.188403 |
      |------------------|
2786. | 2786   -1.159842 |
2787. | 2787    .7195657 |
2788. | 2788    1.124846 |
2789. | 2789    .5007536 |
2790. | 2790    1.126653 |
      |------------------|
2791. | 2791   -1.777129 |
2792. | 2792    3.934074 |
2793. | 2793   -.4396524 |
2794. | 2794   -2.222269 |
2795. | 2795   -.9426275 |
      |------------------|
2796. | 2796    .9239815 |
2797. | 2797    .8453497 |
2798. | 2798    1.161672 |
