
      +------------------------------+
      |   id          x1          x2 |
2230. | 2230    .5122937    .8800253 |
      |------------------------------|
2231. | 2231    .2555544   -.8953297 |
2232. | 2232   -1.075766    .5482063 |
2233. | 2233   -.1099815   -.6396056 |
2234. | 2234    1.083561    .3902025 |
2235. | 2235   -.5055037    .4416663 |
      |------------------------------|
2236. | 2236    .5690151    .2990177 |
2237. | 2237   -.1075986   -2.168437 |
2238. | 2238    .9758679   -.4864683 |
2239. | 2239   -1.230652    -.253534 |
2240. | 2240   -.2379815    -.088694 |
      |------------------------------|
2241. | 2241   -.0115573    .0616479 |
2242. | 2242   -2.363449   -.0356079 |
2243. | 2243    .4082591   -.8019713 |
2244. | 2244    .0818739   -1.954691 |
2245. | 2245   -.8997308    .1558878 |
      |------------------------------|
2246. | 2246    -1.31155    .2540093 |
2247. | 2247    .9584677      .36048 |
2248. | 2248   -.7059874    .5251152 |
2249. | 2249    .1220832   -.4391799 |
2250. | 2250   -.9361063   -.3656967 |
      |------------------------------|
2251. | 2251   -.0368691   -.5531849 |
2252. | 2252   -1.501169    .3918458 |
2253. | 2253   -.7466341   -.8559124 |
2254. | 2254   -.2440337    1.722289 |
2255. | 2255    1.979998   -1.015319 |
      |------------------------------|
2256. | 2256    .8697799    .5519766 |
2257. | 2257   -.7633781    .1115894 |
2258. | 2258   -1.401445   -.5534231 |
2259. | 2259    1.611256   -1.139416 |
2260. | 2260    .6219884    .3965746 |
      |------------------------------|
2261. | 2261   -.1710317   -.3384575 |
2262. | 2262   -.3874026    .0597018 |
2263. | 2263   -.7921519    .5515742 |
2264. | 2264    -.245929    .8651537 |
2265. | 2265    1.853758    1.070952 |
      |------------------------------|
2266. | 2266   -.6242813    2.052921 |
2267. | 2267    -.565869    .4346285 |
2268. | 2268   -.5087361   -.1721964 |
2269. | 2269    1.769785   -.8675812 |
2270. | 2270   -2.173105   -.6577022 |
      |------------------------------|
2271. | 2271    2.385381    .6553656 |
2272. | 2272   -.1809663    .9402712 |
2273. | 2273       .9699    1.733416 |
2274. | 2274    .6987858   -.1415251 |
2275. | 2275    1.612641   -.5413635 |
      |------------------------------|
2276. | 2276   -1.485653   -.1241125 |
2277. | 2277     .858412   -.7480707 |
2278. | 2278    .8764285    1.580297 |
2279. | 2279    .6208002   -.7811854 |
2280. | 2280   -.5674062   -.8564411 |
      |------------------------------|
2281. | 2281   -.3155583    .0753585 |
2282. | 2282   -.3802418   -.5802594 |
2283. | 2283    .9083136    .4237859 |
2284. | 2284    .8632504    .3901052 |
2285. | 2285    1.725599   -2.485853 |
      |------------------------------|
2286. | 2286   -.7689137    1.167267 |
2287. | 2287   -.0970156   -.6452297 |
2288. | 2288    2.784402     .050603 |
2289. | 2289    .2175949    .5695254 |
2290. | 2290   -.4891364    .6789601 |
      |------------------------------|
2291. | 2291    .8924465    .9719249 |
2292. | 2292   -1.085005    .3852563 |
2293. | 2293    .0964534   -2.188354 |
2294. | 2294   -.7553959   -1.332535 |
2295. | 2295   -.8043895   -.4951774 |
      |------------------------------|
2296. | 2296    .1194091   -.3118927 |
2297. | 2297   -.5565429    -.330426 |
2298. | 2298   -.5292833    .6013992 |
2299. | 2299   -2.010021     .360455 |
2300. | 2300    1.857403    .7295053 |
      |------------------------------|
2301. | 2301   -.2413816    2.195341 |
2302. | 2302   -2.241194    .2326174 |
2303. | 2303    1.149644    1.153066 |
2304. | 2304   -2.084625    .6662012 |
2305. | 2305    1.650207   -.5904388 |
      |------------------------------|
2306. | 2306   -1.451425    .0856618 |
2307. | 2307    .6338431    2.225358 |
2308. | 2308     .467362    .8297231 |
2309. | 2309    1.170827    -.629265 |
2310. | 2310   -.2058144    .4726256 |
      |------------------------------|
2311. | 2311    .1120552    .0309431 |
2312. | 2312    1.380555    1.018618 |
2313. | 2313   -.4800819     .560042 |
2314. | 2314   -.7151993   -1.017118 |
2315. | 2315    .2165522     -1.0333 |
      |------------------------------|
2316. | 2316   -.4281209    .5025335 |
2317. | 2317    .7706746   -.7031623 |
2318. | 2318    .5536245   -1.738578 |
2319. | 2319   -.6371621    .7320104 |
2320. | 2320   -.7187881   -.4539036 |
      |------------------------------|
2321. | 2321    1.499778    .8559423 |
2322. | 2322   -.6121664    .8890697 |
2323. | 2323   -1.271362    -.090604 |
2324. | 2324    .7677729   -.3571958 |
2325. | 2325   -1.468368    .9580083 |
      |------------------------------|
2326. | 2326   -2.199804    .4736876 |
2327. | 2327    .6258762   -.0592761 |
2328. | 2328    .8695914   -2.102221 |
2329. | 2329    -1.55478   -1.589064 |
2330. | 2330    1.696943    .5010955 |
      |------------------------------|
2331. | 2331    1.508238   -.6432644 |
2332. | 2332    .2668876    .8982915 |
2333. | 2333    .9292163   -.0516831 |
2334. | 2334   -.2686454    .1373619 |
2335. | 2335    .0444857    .1078109 |
      |------------------------------|
2336. | 2336   -1.617388   -.8744252 |
2337. | 2337   -.3088981    .8344128 |
2338. | 2338    .6043881    -.481022 |
2339. | 2339   -.0964276    1.944076 |
2340. | 2340   -.2553581   -.2959619 |
      |------------------------------|
2341. | 2341    .0954514   -.1758579 |
2342. | 2342    .0275072   -.5384227 |
2343. | 2343    .2361067   -.2020892 |
2344. | 2344   -1.569634   -1.030075 |
2345. | 2345   -.2056362    -.712068 |
      |------------------------------|
2346. | 2346    1.355753    1.931578 |
2347. | 2347   -.0941299    1.561622 |
2348. | 2348    .8375564    .2770711 |
2349. | 2349   -.0507971   -.1343898 |
2350. | 2350   -.3326474    .1893775 |
      |------------------------------|
2351. | 2351   -.3653675   -.5037199 |
2352. | 2352    .7012762     2.49537 |
2353. | 2353   -.6109486   -1.536454 |
2354. | 2354    1.077927    1.386204 |
2355. | 2355   -.5439045    .9680849 |
      |------------------------------|
2356. | 2356    .4170406    .0574263 |
2357. | 2357    .3149441   -.3053235 |
2358. | 2358    .2237774   -.4755845 |
2359. | 2359    -.314812   -1.109777 |
2360. | 2360   -.3947592    .0586213 |
      |------------------------------|
2361. | 2361   -.7862051    .8990323 |
2362. | 2362    2.596228    .0096574 |
2363. | 2363   -1.979475    .0767399 |
2364. | 2364    .3511984   -1.397056 |
2365. | 2365   -1.033863   -.4562387 |
      |------------------------------|
2366. | 2366   -.9496801   -.9608773 |
2367. | 2367     .633171     1.76258 |
2368. | 2368   -.6676697    .5610254 |
2369. | 2369   -.6088264    1.819242 |
2370. | 2370   -.1524082   -1.004132 |
      |------------------------------|
2371. | 2371    .3823636   -1.713995 |
2372. | 2372    .7537741    .2008526 |
2373. | 2373    .5033867    1.120726 |
2374. | 2374    1.549357   -.1822668 |
2375. | 2375    -1.25664   -.7080192 |
      |------------------------------|
2376. | 2376    1.115158    .3590374 |
2377. | 2377   -.4605469    .6240865 |
2378. | 2378   -1.209512    1.732768 |
2379. | 2379   -.1571616    1.287149 |
2380. | 2380   -.7062988    .7948257 |
      |------------------------------|
2381. | 2381   -2.075932   -1.771948 |
2382. | 2382    1.390292    .7143008 |
2383. | 2383    1.796874    .2791175 |
2384. | 2384    .0666596    .1637263 |
2385. | 2385   -.7506406   -1.317473 |
      |------------------------------|
2386. | 2386    .9096898    .8330618 |
2387. | 2387   -1.969819   -.0883851 |
2388. | 2388   -1.343827   -.9436015 |
2389. | 2389   -1.004922     -.14924 |
2390. | 2390    .4974295   -.0397925 |
      |------------------------------|
2391. | 2391   -.2350531    1.133009 |
2392. | 2392    .6988348    .4807815 |
2393. | 2393    .5748184    2.259444 |
2394. | 2394    1.944986   -.6062743 |
2395. | 2395    .6973073    .3006527 |
      |------------------------------|
2396. | 2396     -.01783    .4477715 |
2397. | 2397   -.7120683     .149627 |
2398. | 2398    .3693585    1.686261 |
2399. | 2399    .0399971     2.07894 |
2400. | 2400     .740745    .6862846 |
      |------------------------------|
2401. | 2401    .6252634   -.6914209 |
2402. | 2402   -.6469972    .3029541 |
2403. | 2403   -.0745958   -1.634595 |
2404. | 2404   -.4231535   -.3061974 |
2405. | 2405   -1.273924   -.6421286 |
      |------------------------------|
2406. | 2406   -1.562124    1.137162 |
2407. | 2407   -.4920109    .2245803 |
2408. | 2408     .358136    -.899547 |
2409. | 2409    .0371848    .9197316 |
2410. | 2410    .1880454    .0750741 |
      |------------------------------|
2411. | 2411   -.2436044    .4957078 |
2412. | 2412   -2.396176    -1.59049 |
2413. | 2413     1.20579    -1.41663 |
2414. | 2414   -.7010804   -1.318431 |
2415. | 2415   -1.065691   -.3570318 |
      |------------------------------|
2416. | 2416   -.1948315   -2.091273 |
2417. | 2417   -.4446715    .3152554 |
2418. | 2418    1.143203   -.7605128 |
2419. | 2419    -1.18728   -2.113008 |
2420. | 2420    .0541919    .6766588 |
      |------------------------------|
2421. | 2421   -.1926396   -.6725621 |
2422. | 2422    .1016156    .0492718 |
2423. | 2423   -.3060696    -.291036 |
2424. | 2424   -.8526834    .0273067 |
2425. | 2425   -.1021036   -1.554353 |
      |------------------------------|
2426. | 2426   -.1734254    -.226081 |
2427. | 2427    1.861774   -1.670252 |
2428. | 2428    .6268176   -.4527166 |
2429. | 2429     -.83331    .5657037 |
2430. | 2430    .1893938   -2.490453 |
      |------------------------------|
2431. | 2431   -.0793742   -.5346931 |
2432. | 2432   -.5925072   -1.983825 |
2433. | 2433   -.6921819    .9541133 |
2434. | 2434    .3891269   -.1344052 |
2435. | 2435    .6288974     .629486 |
      |------------------------------|
2436. | 2436    .6024148    .4964541 |
2437. | 2437    1.232376     1.07308 |
2438. | 2438   -.1922341   -.0876439 |
2439. | 2439   -1.075136   -.0166975 |
2440. | 2440   -.3345644    -.610108 |
      |------------------------------|
2441. | 2441    -.209773    .0737671 |
2442. | 2442     .553698   -1.056935 |
2443. | 2443   -.3633559    1.552306 |
2444. | 2444    -2.07894   -.3140253 |
2445. | 2445    1.532204    .0942541 |
      |------------------------------|
2446. | 2446   -2.105652    .1876934 |
2447. | 2447    .9723518     1.04048 |
2448. | 2448    .8703572   -.3828306 |
2449. | 2449   -1.294303    .4256881 |
2450. | 2450   -1.339298   -.9154239 |
      |------------------------------|
2451. | 2451   -1.434395   -1.831157 |
2452. | 2452    2.890442   -.2484273 |
2453. | 2453    1.264304    .7871771 |
2454. | 2454   -.9745094   -.0368458 |
2455. | 2455     .086055    .9223132 |
      |------------------------------|
2456. | 2456   -.3807391    .8719528 |
2457. | 2457   -1.281929    1.192116 |
2458. | 2458   -.1538789   -1.854405 |
2459. | 2459    1.143071    2.423798 |
2460. | 2460    .3183654    2.143194 |
      |------------------------------|
2461. | 2461    .9707758    .9075255 |
2462. | 2462   -1.245983    .6314448 |
2463. | 2463   -.3707525    2.191114 |
2464. | 2464    .7402048    1.086194 |
2465. | 2465    .3100645   -.2324437 |
      |------------------------------|
2466. | 2466   -1.882692   -.3231591 |
2467. | 2467   -.6485564   -2.550545 |
2468. | 2468    .5311821    1.116902 |
2469. | 2469   -.6813101     .269639 |
2470. | 2470   -.1471622   -.1021093 |
      |------------------------------|
2471. | 2471   -.0636117   -.4229739 |
2472. | 2472    1.558377    1.051552 |
2473. | 2473   -1.570337   -.1132615 |
2474. | 2474   -.4460166    1.262331 |
2475. | 2475    .0101607    .0608421 |
      |------------------------------|
2476. | 2476   -.4452206    .3732895 |
2477. | 2477    .5340902    .8121804 |
2478. | 2478    1.370994   -.2115286 |
2479. | 2479    -.772201    1.421795 |
2480. | 2480     -1.4713    .3998662 |
      |------------------------------|
2481. | 2481   -.4349702    .4586697 |
2482. | 2482   -1.166252    .5541181 |
2483. | 2483    -.306565    1.103772 |
2484. | 2484    .8617769   -.2303348 |
2485. | 2485    1.324179    1.722126 |
      |------------------------------|
2486. | 2486     .775974    1.137462 |
2487. | 2487    1.186253    1.419671 |
2488. | 2488    1.761403    .8289099 |
2489. | 2489    -.388809   -.2572693 |
2490. | 2490    .4638517   -.9804142 |
      |------------------------------|
2491. | 2491    .4057555     .896755 |
2492. | 2492   -.4710557    1.244867 |
2493. | 2493    .6778764   -.3559431 |
2494. | 2494   -1.508465     2.36984 |
2495. | 2495    .5973879    .8748664 |
      |------------------------------|
2496. | 2496       .4063   -.3596488 |
2497. | 2497     1.53651   -1.138801 |
2498. | 2498    1.106669   -2.483736 |
2499. | 2499   -.5149049   -.8797517 |
2500. | 2500   -1.401476    .5578847 |
      |------------------------------|
2501. | 2501    1.215939    .8321068 |
2502. | 2502    .1434578   -.9011722 |
2503. | 2503    .7549843    .8091719 |
2504. | 2504   -.5712147     .283809 |
2505. | 2505   -2.770294   -.7186915 |
      |------------------------------|
2506. | 2506    -.510573    1.411845 |
2507. | 2507   -.6941976    1.077682 |
2508. | 2508    .5218024   -.9534475 |
2509. | 2509    .8828288     .206289 |
2510. | 2510    .9237593    .9529357 |
      |------------------------------|
2511. | 2511   -.5417845     .471872 |
2512. | 2512    1.382652     1.42889 |
2513. | 2513   -.8745531    1.988224 |
2514. | 2514    .7268916   -.5181637 |
2515. | 2515   -.1445872    .8950518 |
      |------------------------------|
2516. | 2516   -1.583578    -.641268 |
2517. | 2517    2.646703   -1.507576 |
2518. | 2518    -1.37025   -.7137743 |
2519. | 2519   -.3316551    1.843046 |
2520. | 2520   -.5242035    .1568886 |
      |------------------------------|
2521. | 2521    .7371737   -1.131191 |
2522. | 2522   -.1017995   -1.777985 |
2523. | 2523    .7576821    2.059015 |
2524. | 2524    .4936385   -.9862213 |
2525. | 2525     .595889    .5662341 |
      |------------------------------|
2526. | 2526   -.0337936    .0204633 |
2527. | 2527     1.17843   -.5052002 |
2528. | 2528   -2.095564    1.437942 |
2529. | 2529    .0484135   -.2119098 |
2530. | 2530    1.576489   -.5499304 |
      |------------------------------|
2531. | 2531   -.4053214   -.0535696 |
2532. | 2532    .3663037   -.0456005 |
2533. | 2533    1.263979    .0413409 |
2534. | 2534   -1.253903   -.6324281 |
2535. | 2535    2.177588    .5617887 |
      |------------------------------|
2536. | 2536   -.1919584    1.468394 |
2537. | 2537   -.7468418   -.9924867 |
2538. | 2538    .8164418   -.1634302 |
2539. | 2539    2.203408   -1.592357 |
2540. | 2540   -.1715857    .2929109 |
      |------------------------------|
2541. | 2541    1.381348   -1.080622 |
2542. | 2542    .6399447    .5443951 |
2543. | 2543   -.5081894   -1.043131 |
2544. | 2544    .4984724    1.052224 |
2545. | 2545    1.211798   -.5192535 |
      |------------------------------|
2546. | 2546   -1.637496    -.671866 |
2547. | 2547    .4126172    .3921781 |
2548. | 2548   -1.582909    -.284164 |
2549. | 2549    1.690209   -.2150447 |
2550. | 2550   -1.380098    .4742858 |
      |------------------------------|
2551. | 2551   -1.509591    .6238462 |
2552. | 2552    .4543426   -.1080186 |
2553. | 2553    1.605348   -.0969318 |
2554. | 2554    2.195349   -.2591519 |
2555. | 2555    .5338008    1.275426 |
      |------------------------------|
2556. | 2556   -.5413232    .9264772 |
2557. | 2557    .3658015   -.3916751 |
2558. | 2558   -.0161456    2.052553 |
2559. | 2559   -.0906303   -2.198204 |
2560. | 2560    .5955617    -1.12146 |
      |------------------------------|
2561. | 2561   -1.095443    .0236761 |
2562. | 2562    2.218869   -2.036934 |
2563. | 2563    .0074188   -1.358593 |
2564. | 2564   -1.584163    -1.54373 |
2565. | 2565   -2.017559    .6639763 |
      |------------------------------|
2566. | 2566     .357672    .1760845 |
2567. | 2567    -1.69927    .2656802 |
2568. | 2568    1.009852    .1546936 |
2569. | 2569   -.9171743      1.0831 |
2570. | 2570   -.6199424   -.2399867 |
      |------------------------------|
2571. | 2571   -.5274997    1.071882 |
2572. | 2572    .5893126    .0271675 |
2573. | 2573     .601999    .9083384 |
2574. | 2574     .221829   -.4588644 |
